tag,pattern,response
daily_wellness_feature,Kenapa target kalori saya lebih tinggi dari teman yang beratnya sama?,"Target kalori dipengaruhi banyak faktor: tinggi badan, usia, jenis kelamin, dan tingkat aktivitas. Teman dengan berat sama bisa punya TDEE berbeda."
daily_wellness_feature,Apakah target kalori di DiaBites akurat?,"Target kalori DiaBites menggunakan rumus BMR/TDEE yang diakui secara ilmiah. Untuk hasil lebih akurat, konsultasikan dengan ahli gizi."
daily_wellness_feature,Kenapa terisi 830 kcal padahal saya belum makan banyak?,Kalori yang terhitung di DiaBites berasal dari produk kemasan yang sudah Anda scan. Makanan tanpa scan tidak terhitung otomatis.
daily_wellness_feature,Cara reset target kalori harian di DiaBites?,"Target kalori dihitung ulang otomatis setiap hari berdasarkan profil Anda. Jika ingin mengubah target, perbarui data profil di Profile > Edit Data Kesehatan."
daily_wellness_feature,Apakah DiaBites menghitung kalori dari makanan yang tidak discan?,"Tidak, DiaBites hanya menghitung kalori dari produk yang di-scan. Untuk tracking total kalori, tambahkan semua produk yang dikonsumsi hari itu."
daily_wellness_feature,Saya tipe 2 target kalori saya berapa seharusnya?,Target kalori untuk tipe 2 dihitung personal berdasarkan profil Anda. Isi data lengkap di Profile > Edit Data Kesehatan untuk kalkulasi yang akurat.
daily_wellness_feature,Widget kalori di beranda apakah direset tiap hari?,"Ya, progress kalori harian di beranda direset setiap hari. Riwayat tetap tersimpan di halaman History."
daily_wellness_feature,Saya sudah scan banyak tapi persen kalori tidak bertambah kenapa?,Pastikan setiap scan berhasil tersimpan. Juga periksa apakah scan dilakukan di hari yang sama karena kalkulasi berdasarkan hari ini.
daily_wellness_feature,Apakah target kalori berbeda untuk tipe 1 dan tipe 2?,Target kalori dihitung berdasarkan BMR/TDEE yang sama untuk semua tipe. Namun evaluasi nutrisi per tipe diabetes berbeda dalam hal batas gula dan karbohidrat.
healthy_activity_feature,Aktivitas Sehat Hari Ini itu fitur apa di DiaBites?,Aktivitas Sehat Hari Ini adalah checklist harian di beranda DiaBites berisi tips praktis untuk membantu keputusan makan lebih sehat dan terukur.
healthy_activity_feature,Checklist di beranda DiaBites itu untuk apa?,"Checklist Aktivitas Sehat berisi panduan singkat seperti: scan label sebelum beli, pilih produk rendah gula, dan gunakan riwayat scan untuk perbandingan."
healthy_activity_feature,Langkah 3 di Aktivitas Sehat itu apa maksudnya?,'3 langkah' menunjukkan ada 3 tips aktivitas sehat yang bisa dilakukan hari ini. Ikuti satu per satu untuk membantu manajemen diabetes Anda.
healthy_activity_feature,Aktivitas Sehat berubah setiap hari tidak?,Tips di Aktivitas Sehat Hari Ini dirancang sebagai panduan praktis harian. Cek setiap hari untuk kebiasaan yang konsisten.
healthy_activity_feature,Apakah checklist Aktivitas Sehat bisa ditandai selesai?,Fitur checklist di Aktivitas Sehat membantu Anda memantau kebiasaan sehat. Cek di aplikasi apakah ada fitur centang untuk setiap aktivitas.
healthy_activity_feature,Kenapa ada tips 'scan label sebelum membeli'?,"Scan sebelum beli adalah kebiasaan terpenting untuk diabetes - memastikan produk aman SEBELUM dikonsumsi, bukan setelah. DiaBites dirancang untuk momen berbelanja."
healthy_activity_feature,Tips di Aktivitas Sehat itu berbasis apa?,Tips Aktivitas Sehat DiaBites berbasis panduan nutrisi ADA (American Diabetes Association) dan WHO yang disesuaikan untuk kehidupan sehari-hari di Indonesia.
healthy_activity_feature,Apakah aktivitas sehat bisa dikustomisasi sesuai kebutuhan saya?,"Saat ini tips Aktivitas Sehat adalah panduan umum berbasis tipe diabetes. Untuk panduan lebih personal, konsultasikan dengan dokter atau ahli gizi."
healthy_activity_feature,Cara menggunakan fitur Aktivitas Sehat secara optimal?,"Buka beranda DiaBites setiap pagi, baca 3 tips Aktivitas Sehat, dan jadikan panduan untuk keputusan makan sepanjang hari. Konsistensi adalah kuncinya."
healthy_activity_feature,Tips di Aktivitas Sehat DiaBites berbeda untuk tiap tipe diabetes?,Tips Aktivitas Sehat disesuaikan dengan profil dan tipe diabetes Anda untuk rekomendasi yang lebih relevan.
profile_feature,Cara edit data kesehatan di profil DiaBites?,"Buka Profile > Edit Data Kesehatan. Di sana Anda bisa memperbarui tipe diabetes, berat badan, tinggi, usia, dan tingkat aktivitas fisik."
profile_feature,Di profil ada Edit Profil Pribadi dan Edit Data Kesehatan bedanya apa?,"Edit Profil Pribadi untuk data umum seperti nama dan email. Edit Data Kesehatan untuk data medis seperti tipe diabetes, berat, tinggi, dan aktivitas."
profile_feature,Cara ganti password di DiaBites?,"Buka Profile > Ganti Password. Masukkan password lama dan password baru, lalu simpan."
profile_feature,Syarat dan Ketentuan DiaBites ada dimana?,Syarat & Ketentuan DiaBites bisa diakses melalui menu Profile > Lainnya > Syarat & Ketentuan.
profile_feature,Cara keluar akun DiaBites?,"Untuk logout, buka Profile lalu scroll ke bawah dan tap tombol 'Keluar Akun' berwarna oranye."
profile_feature,Saya lupa password DiaBites bagaimana cara reset?,"Di halaman login DiaBites, cari opsi 'Lupa Password' untuk proses reset password via email yang terdaftar."
profile_feature,Nama di profil saya salah bagaimana cara ganti?,Buka Profile > Edit Profil Pribadi untuk mengubah nama dan informasi umum akun DiaBites Anda.
profile_feature,Email di profil bisa diganti tidak?,"Untuk mengubah email akun, buka Profile > Edit Profil Pribadi. Perubahan email mungkin memerlukan verifikasi ulang."
profile_feature,Di profil saya tertulis kondisi 'None' itu artinya apa?,'None' di kondisi berarti tipe diabetes belum diisi atau dipilih 'Tidak ada'. Perbarui di Profile > Edit Data Kesehatan untuk rekomendasi yang lebih personal.
profile_feature,Profil DiaBites saya bisa dilihat orang lain tidak?,Data profil kesehatan Anda di DiaBites bersifat pribadi dan tidak ditampilkan ke pengguna lain. Yang terlihat di Ruang Berbagi hanya nama dan tipe diabetes.
profile_feature,Cara mengisi tingkat aktivitas fisik di profil?,"Tingkat aktivitas di DiaBites: Jarang Olahraga (sedentary), Ringan 1-3x/minggu, Sedang 3-5x/minggu, Aktif 6-7x/minggu. Pilih yang paling sesuai rutinitas Anda."
profile_feature,Tingkat aktivitas 'Jarang Olahraga' itu untuk siapa?,'Jarang Olahraga' (sedentary) untuk yang hampir tidak pernah berolahraga atau bekerja di depan meja sepanjang hari. Faktor aktivitas 1.2 dari BMR.
profile_feature,Beda Ringan 1-3x dan Sedang 3-5x per minggu itu apa dampaknya?,"Semakin tinggi tingkat aktivitas, semakin tinggi TDEE (kebutuhan kalori harian) Anda. Sedang 3-5x/minggu punya TDEE sekitar 10-15% lebih tinggi dari Ringan."
profile_feature,Tipe diabetes saya sudah berubah ke gestasional karena hamil bagaimana cara update?,"Segera update di Profile > Edit Data Kesehatan, ubah tipe diabetes ke Gestasional. Ini penting agar rekomendasi scan menyesuaikan kondisi kehamilan."
profile_feature,Kenapa profil perlu diisi berat dan tinggi badan?,"Berat dan tinggi digunakan untuk menghitung BMI, BMR, dan TDEE - dasar kalkulasi target kalori harian dan evaluasi nutrisi yang personal."
profile_feature,Apakah ada verifikasi data kesehatan yang saya input di profil?,DiaBites menerima data yang Anda input dengan kepercayaan. Pastikan memasukkan data yang akurat untuk mendapat rekomendasi yang tepat.
profile_feature,Profil saya sudah lengkap tapi rekomendasi masih terasa tidak tepat?,"Pastikan tipe diabetes sudah benar dan tingkat aktivitas sesuai kondisi nyata. Jika masih kurang tepat, konsultasikan dengan dokter untuk validasi."
profile_feature,Akun DiaBites bisa dipakai di lebih dari satu perangkat?,"Ya, karena DiaBites adalah PWA berbasis akun, Anda bisa login dari perangkat apapun menggunakan email dan password yang sama."
profile_feature,Data di profil DiaBites tersimpan dimana?,Data profil Anda tersimpan aman di server DiaBites. Bacalah Syarat & Ketentuan di Profile untuk informasi lengkap tentang kebijakan data.
community_ruang_berbagi,Di Ruang Berbagi ada badge Type 2 di samping nama pengguna itu apa?,"Badge tipe diabetes (Type 1, Type 2, Gestasional) di samping nama pengguna di Ruang Berbagi menunjukkan kondisi diabetes mereka agar konteks postingan lebih relevan."
community_ruang_berbagi,Cara posting di Ruang Berbagi DiaBites?,Tap tombol '+' (plus) berwarna hijau di pojok kanan bawah halaman Ruang Berbagi untuk membuat postingan baru.
community_ruang_berbagi,Di Ruang Berbagi ada ikon hati dan balon bicara itu untuk apa?,Ikon hati adalah tombol like untuk mengapresiasi postingan. Ikon balon bicara menunjukkan jumlah balasan dan untuk membuka diskusi.
community_ruang_berbagi,Cara balas postingan di Ruang Berbagi?,"Tap pada postingan yang ingin dibalas, lalu scroll ke bagian balasan dan ketik tanggapan Anda."
community_ruang_berbagi,Postingan di Ruang Berbagi berurutan berdasarkan apa?,Postingan di Ruang Berbagi ditampilkan berdasarkan waktu terbaru - yang paling baru muncul di atas.
community_ruang_berbagi,Bisa tidak cari topik tertentu di Ruang Berbagi?,Cek fitur pencarian atau filter di halaman Ruang Berbagi untuk menemukan diskusi dengan topik tertentu.
community_ruang_berbagi,Apakah postingan di Ruang Berbagi bisa dilaporkan jika tidak pantas?,"Untuk melaporkan konten yang tidak pantas, cari opsi laporkan di postingan tersebut. DiaBites berkomitmen menjaga komunitas yang aman dan supportif."
community_ruang_berbagi,Badge di Ruang Berbagi itu otomatis dari profil atau bisa dipilih?,Badge tipe diabetes di Ruang Berbagi diambil otomatis dari data tipe diabetes yang Anda isi di profil DiaBites.
community_ruang_berbagi,Saya tidak mau tunjukkan tipe diabetes di Ruang Berbagi bisa?,"Untuk pengaturan privasi badge di Ruang Berbagi, cek di pengaturan profil DiaBites Anda."
community_ruang_berbagi,Berapa banyak pengguna di Ruang Berbagi DiaBites?,"Untuk informasi jumlah pengguna aktif di Ruang Berbagi, cek langsung di halaman komunitas DiaBites."
community_ruang_berbagi,Apakah postingan saya di Ruang Berbagi bisa diedit setelah diposting?,"Untuk informasi mengenai edit postingan, cek opsi yang tersedia saat Anda tap pada postingan milik Anda di Ruang Berbagi."
community_ruang_berbagi,Kenapa ada postingan dari '10 mnt lalu' bukan tanggal pasti?,"Untuk postingan baru (dalam beberapa jam), DiaBites menampilkan waktu relatif seperti '10 mnt lalu' atau '1 jam lalu' agar lebih mudah dibaca."
community_ruang_berbagi,Di Ruang Berbagi ada postingan soal produk yang discan apakah itu berguna?,Sangat berguna! Pengalaman pengguna lain saat scan produk tertentu bisa jadi referensi tambahan. Namun tetap scan sendiri karena hasilnya personal.
community_ruang_berbagi,Bisa share pengalaman scan produk di Ruang Berbagi?,Tentu! Berbagi pengalaman scan produk di Ruang Berbagi sangat bermanfaat bagi sesama penderita diabetes. Tap '+' untuk membuat postingan.
community_ruang_berbagi,Apakah dokter atau ahli gizi aktif di Ruang Berbagi DiaBites?,"Ruang Berbagi adalah komunitas peer-to-peer antar pengguna. Untuk saran medis, tetap konsultasikan dengan dokter atau ahli gizi profesional."
community_ruang_berbagi,Tips posting yang baik di Ruang Berbagi DiaBites?,"Tips posting di Ruang Berbagi: (1) Sebutkan tipe diabetes Anda untuk konteks, (2) Spesifik dalam pertanyaan, (3) Berbagi pengalaman nyata, (4) Saling menghargai sesama anggota."
community_ruang_berbagi,Komunitas Ruang Berbagi aktif tidak?,Cek langsung di halaman Ruang Berbagi untuk melihat aktivitas terbaru. Komunitas DiaBites terus berkembang seiring bertambahnya pengguna.
community_ruang_berbagi,Apakah konten di Ruang Berbagi sudah diverifikasi kebenarannya?,"Konten di Ruang Berbagi adalah pengalaman dan pendapat pengguna, belum tentu terverifikasi medis. Selalu crosscheck informasi penting dengan dokter."
community_ruang_berbagi,Bisa follow pengguna tertentu di Ruang Berbagi?,"Untuk fitur follow atau mengikuti pengguna tertentu, cek di halaman profil pengguna tersebut di Ruang Berbagi DiaBites."
navbar_navigation,Navbar bawah DiaBites itu isinya apa saja?,"Navbar bawah DiaBites terdiri dari: Home (beranda), History (riwayat scan), Scan (tombol kamera tengah), Community/Ruang Berbagi, dan Profile."
navbar_navigation,Tombol bulat hijau di tengah navbar itu untuk apa?,Tombol bulat hijau di tengah navbar adalah tombol utama Scan - tap untuk langsung membuka scanner label gizi.
navbar_navigation,Cara ke halaman History di DiaBites?,Tap ikon jam di navbar bawah untuk membuka halaman History/Riwayat Scan.
navbar_navigation,Cara ke Ruang Berbagi di DiaBites?,Tap ikon hati di navbar bawah untuk membuka halaman Community/Ruang Berbagi.
navbar_navigation,Cara kembali ke beranda DiaBites?,Tap ikon rumah (Home) di ujung kiri navbar bawah untuk kembali ke beranda.
navbar_navigation,Ikon di navbar Community itu gambar apa?,Ikon Community di navbar DiaBites berbentuk hati yang menggambarkan semangat saling berbagi dan mendukung sesama penderita diabetes.
navbar_navigation,Kenapa tombol scan ada di tengah navbar?,Tombol scan diletakkan di tengah dan dibuat paling besar karena ini adalah fitur utama DiaBites - mempermudah akses cepat kapan saja.
tipe_diabetes_general,Apa bedanya tipe 1 tipe 2 gestasional dan tidak ada di profil DiaBites?,"Keempat pilihan tipe diabetes di DiaBites: Tipe 1 (autoimun, butuh insulin), Tipe 2 (resistensi insulin paling umum), Gestasional (saat kehamilan), Tidak Ada (non-diabetes tapi ingin pantau gizi)."
tipe_diabetes_general,Saya tidak diabetes tapi mau pakai DiaBites bisa?,Tentu bisa! Pilih 'Tidak Ada' pada tipe diabetes di profil. DiaBites tetap bisa membantu Anda memantau dan memahami kandungan gizi produk kemasan.
tipe_diabetes_general,Apakah DiaBites berguna juga untuk yang tidak diabetes?,"Ya! Meski tidak diabetes, DiaBites membantu siapapun yang ingin memahami label gizi dan membuat pilihan konsumsi yang lebih sehat."
tipe_diabetes_general,Setelah melahirkan saya sudah tidak gestasional lagi apa yang harus diubah di profil?,"Setelah melahirkan dan gestasional mereda, update tipe diabetes di Profile > Edit Data Kesehatan. Jika sudah pulih total, bisa pilih 'Tidak Ada' atau sesuai kondisi terkini."
tipe_diabetes_general,Saya tipe 2 tapi juga kena hipertensi apakah DiaBites memperhitungkan ini?,"Saat ini DiaBites fokus pada evaluasi gizi untuk diabetes. Untuk kondisi komorbid seperti hipertensi, tetap konsultasikan dengan dokter."
tipe_diabetes_general,Apakah pilihan tipe diabetes di DiaBites bisa diubah kapan saja?,"Ya, tipe diabetes bisa diubah kapan saja di Profile > Edit Data Kesehatan. Rekomendasi scan akan otomatis menyesuaikan."
tipe_diabetes_general,Saya belum tahu tipe diabetes saya apa yang harus dipilih?,"Jika belum tahu tipe diabetes Anda, pilih sementara 'Tidak Ada' dan segera konsultasikan dengan dokter untuk diagnosis yang tepat."
tipe_diabetes_general,Perbedaan rekomendasi scan untuk tipe 1 vs tipe 2 itu seperti apa?,"Batas aman tiap komponen gizi disesuaikan dengan tipe diabetes. Tipe 1 fokus pada konsistensi karbohidrat untuk manajemen insulin, tipe 2 lebih ketat pada pembatasan gula dan kalori."
tipe_diabetes_general,Apakah rekomendasi untuk gestasional berbeda signifikan dari tipe 2?,"Ya, sangat berbeda. Gestasional memprioritaskan keselamatan ibu dan janin dengan pedoman khusus kehamilan, berbeda dari panduan tipe 2 secara umum."
tipe_diabetes_general,Diabetes tipe 1 mulai usia berapa biasanya?,"Diabetes tipe 1 umumnya didiagnosis di masa kanak-kanak atau remaja, namun bisa terjadi di usia berapapun. DiaBites cocok digunakan sejak terdiagnosis."
tipe_diabetes_general,Anak saya penderita tipe 1 apakah DiaBites cocok untuk dia?,"DiaBites bisa membantu memantau gizi untuk anak dengan tipe 1, namun manajemen diabetes anak sebaiknya selalu di bawah pengawasan dokter spesialis anak."
serving_size_query,Takaran saji itu apa dan kenapa penting untuk diabetes?,"Takaran Saji adalah acuan porsi untuk semua nilai gizi pada label. Sangat penting untuk diabetes karena nilai gula, karbohidrat, dan kalori dihitung PER takaran saji."
